,ChangeInAssetsTurnover_TTM,ChangeInCashFlowMargin_TTM,ChangeInGrossMargin_TTM,ChangeInROE_TTM,DividendYieldGrowth_TTM_1Y,EarningGrowth_TTM_1Y,EarningGrowth_TTM_2Y,EarningGrowth_TTM_3Y,ForecastedGrowth,PastForecastError,PEG_TTM,SalesGrowth_TTM_1Y,Momentum120D,Momentum180D,Momentum240D,Momentum60D,Ret120D,Ret180D,Ret20D,Ret60D,AssetsTurnover,AssetsTurnover_TTM,CashFlowMargin,CashFlowMargin_TTM,FreeCashFlowMargin,FreeCashFlowMargin_TTM,GrossMargin,GrossMargin_TTM,GrossProfit2Assets_TTM,InventoryTurnover,InventoryTurnover_TTM,NetMargin,NetMargin_TTM,OperatingMargin,OperatingMargin_TTM,ROA,ROA_TTM,ROE,ROE_TTM,ROIC,ROIC_TTM,ROOA,ROOA_TTM,Accruals2Assets,Accruals2Assets_TTM,AssetGrowthRate,CapExRatio_TTM,DeferredTax_TTM,ExtraodinaryItem2OpProfits,ExtraodinaryItem2OpProfits_TTM,ExtraodinaryItem_TTM,Investment2AssetsRatio,PercentAccruals,PercentAccruals_TTM,WorkingCapital2Sales_TTM,CashRatio,CurrentRatio,Debt2Asset,Debt2Equity,InterestCoverage,InterestCoverage_TTM,Liab2Equity,QuickRatio,B2P,CapitalEmployed2EV,CashFlowYield_TTM,DividendYield_TTM,E2P_TTM,EBIT2EV_TTM,EBITDA2EV_TTM,EPS_FY,FCF2EV_TTM,GrossProfits2EV_TTM,S2EV_TTM,S2P_TTM
000568,1.12673929554,1.35205047321,-0.625414778797,0.712738994565,1.91892301044,0.873534646844,0.358968174895,0.14807332495,0.590005559157,0.161858781053,-0.698267198742,1.71681404088,-0.289907322494,0.635161758285,0.826282048579,-0.319453236563,1.06659354015,0.912835599302,1.29233941579,0.717956035264,0.749166843182,0.320424188947,0.729635526511,1.9768339387,1.0320565041,1.55857538244,1.76963560513,1.74250158011,1.88977208803,-0.802517200703,-0.851930930121,2.02382883861,1.94037296494,1.99523150693,1.95727991514,1.9146860934,1.81801432984,1.7694873926,1.5308623161,1.88955086264,1.77755815178,2.07632833256,1.81783772137,1.65847820832,-1.38265741487,1.74267546518,-0.929322886532,,-0.638323129078,-0.709213574255,-0.817592566227,0.197032584638,-0.0690854734108,-0.247155896491,-0.306597649996,0.36728197131,0.567570392211,-1.0443130724,-0.966463387496,-2.27602646866,-2.05828527781,-0.578325652465,0.618652514131,-1.4197333976,-1.48982074701,0.213047034294,1.18452399884,1.23009199251,0.851564317112,0.199168700086,1.82949254831,1.33027705834,-0.338873063007,-0.905630400681,-0.881440294833
000625,,-1.40698665784,0.0317453119505,-1.70235454172,0.126481169053,-1.68086117328,-1.59672092045,-1.75365393717,1.92623829067,0.00632759398713,-0.356088974132,-1.55311936835,1.70843098904,1.50908922507,1.21607642252,1.6261463325,1.3800763042,1.53716084488,0.727610111653,1.28408035858,0.460129775468,-0.00474048255732,-0.169350080229,-0.940002960227,-0.358243618319,-0.985088902101,-0.926658628413,-0.886262492848,-0.77859635432,0.341560265234,-0.101219348874,-0.901357947726,-1.0782128035,-0.915435378761,-1.0526739592,-0.836491853481,-1.12059280165,-0.93566524731,-1.46359249378,-1.23464285424,-1.21915468762,-1.10336307169,-1.19567021276,0.0862940118315,0.706265532382,-1.44988677679,1.13715903643,-1.5325145289,0.285308617083,2.27691245094,0.0683531298999,0.0864201780275,0.43604857188,1.91841006717,-0.975477680617,-0.876660507538,-1.17125871836,-0.373483810082,-0.544481853758,0.596136463012,0.523309782992,-0.286530659014,-0.876201139106,0.462603463913,0.0641689934745,-1.20138428238,-0.876758865663,-0.684129745046,-1.31070268258,-1.26685580753,-0.931223751152,-1.95336466302,-0.0870887155823,0.330759167509,0.239854559947
000630,0.541358247039,0.930411945793,0.982283626803,1.06078369381,-0.0505877215892,1.1492938944,0.75111496339,0.275199837745,0.0649622700156,0.0500836620312,-0.38125104004,0.237807523963,0.676580385695,0.241110785967,0.301486249217,-0.355657680408,-0.322350799624,0.157310240319,0.0538703976539,-0.364800646369,1.89974637424,1.84042524135,-0.537212333357,-0.356577541167,-0.155674812562,0.204705237331,-1.26275333463,-1.27113999108,-0.639278597457,-0.185497959263,-0.277411214957,-0.906848557982,-1.0188824478,-0.878573144288,-0.975823911607,-0.517795244718,-0.46218994033,-0.0969315356105,0.114498365732,-0.291597112194,-0.30348589965,-0.386209309556,-0.405522658346,1.65847820832,-0.463016922569,-0.858744263599,-0.462528952622,0.0535022813084,0.710322371442,-0.168315654573,0.0384679898967,-1.08950712853,1.75495101985,-0.334696591325,-0.477882856248,-0.859892516969,-0.749572731481,1.54032383678,0.983245668691,0.182986998557,0.280047353907,-0.271683420376,-1.01468615835,-0.471654625201,-0.815029271432,0.262612395288,-1.07298274109,-0.149070500894,-0.160277598642,-0.210057240592,0.474438200478,0.116341779874,-0.522268343746,1.55021600859,2.14581547893
000651,0.23243697415,1.58445569357,0.167761900608,-0.00733034035581,1.82667426421,0.438096509468,0.398179475077,0.186710670902,-0.54304114512,0.63685492733,-0.599773304499,0.447279115445,1.2092627368,1.27830357283,0.80026899333,0.640148596111,1.23117029049,1.32512051036,1.16956086581,1.03017884124,0.700967294522,1.00358479092,1.60963230383,0.850222618348,1.43433584677,1.18381728131,-0.0890807204349,-0.401025181489,0.491181214219,-0.32235779485,-0.243815988721,-0.565577243841,-0.627958550741,-0.567580247603,-0.706714781364,0.176086819212,0.247520964361,1.43473960955,1.5308623161,0.576105170656,0.419414187647,0.168303181107,0.0673650959253,-1.59164632153,-1.38265741487,1.39294529253,-0.236356833444,-0.593086594862,0.538575076783,1.71326711093,2.11679570574,0.183142466514,-1.75557940022,-1.40095013044,-0.792114934795,6.78931514342e-06,-0.609997255147,-0.445204504498,-0.263224005984,-1.00180377131,-0.572422519154,0.332479295277,-0.359002271488,-0.681192997341,-0.0490352632672,1.83272444277,0.32879190179,0.713375708229,1.29405060985,0.846804935598,1.82949254831,1.33027705834,1.85221297111,1.98959865301,0.517833136621
000709,-0.997493530607,0.0709442280506,0.707904494798,-1.02969079183,,-1.05546640114,-0.47405837772,-0.737905542045,0.526919965808,-1.62095438782,-0.285869186139,-0.879124204391,-0.43555599481,-0.791771580342,-1.06412124931,-0.417884380061,-0.784830331849,-1.32067899264,-0.669318904662,-0.330417850491,0.406962070088,0.70138721058,-0.235292996883,-0.0983769324332,0.104620588701,0.390548239927,-1.25311521097,-1.27113999108,-0.867172756481,-0.206453288536,-0.28981622937,-0.939319658798,-1.0782128035,-0.904785601801,-1.0526739592,-0.888532046653,-1.11304328249,-0.942605307321,-1.43025147406,-0.774111289081,-0.976275014611,-0.759092917092,-0.955366924426,0.145516707341,-1.20339118506,1.1214695152,-0.828863874004,,-0.443805454042,-0.645152558499,-0.839304635482,0.105893494692,0.972746011305,-1.62894164585,-0.618112588086,-0.876660507538,-1.17125871836,1.47956581377,0.771205184334,0.113745970747,0.104522010819,1.08385152623,-1.05832688577,1.74803296306,0.385721984477,1.83272444277,-0.586740364461,0.12116550213,-0.476180215098,0.588052577147,-1.21428056917,0.817054679799,-0.105814026358,1.26903501299,2.14581547893
000729,-0.102294851258,-0.799854308712,0.690979701832,0.361088364871,0.250762228763,0.0580596033851,-0.199282465466,-0.183262081394,-0.326175477721,-0.594991768056,0.103280439883,-0.260756501828,-0.000243174349261,0.638801424198,0.464472951984,-0.0462570617181,0.227137969209,0.0433258235717,-0.40152964862,-0.0434273811645,-0.0869329962752,0.0562059449879,0.28215065745,-0.289962992564,0.241780555664,-0.0777550927026,0.0622244778454,0.467202629842,0.449815411097,-0.845041297017,-0.821058850188,-0.885899272742,-0.526882182523,-0.822852544503,-0.61440123971,-0.876025442754,-0.171139685306,-1.18368876473,-0.626665838795,-0.946896811478,-0.407666935257,-0.857745975972,-0.416577124745,-0.687851537964,0.144390552684,-0.203922175161,-0.246065543942,0.347295612725,2.18479962167,2.27691245094,1.95296534191,0.749124773524,-1.23893488066,0.114968731341,0.0504540773476,-0.656560159149,-0.737666406316,-0.0678174001133,-0.593193940362,0.154359082283,0.407964243743,-0.520807452083,-0.995122343504,0.232886925921,-0.170865931281,-0.23160295505,0.964793561936,-1.14686500322,-0.167245743503,0.165651499374,-0.88505280026,-0.0584051354756,0.738550682716,-0.228918501014,-0.214756783912
000778,0.0637203048314,-0.0834806606908,0.0545639047374,0.261411433889,,-0.0662531821432,-0.124401532608,0.543254118218,-0.530280643591,0.637479890725,-0.890163767423,0.4840079916,0.66703048012,-0.154178765614,-0.637790807902,-0.454246997536,0.365228636253,0.174202549476,0.825836976619,0.0762106859879,1.89974637424,1.80820084964,-0.306827905038,-0.581802509458,-0.0676727326939,-0.239214801399,-1.26275333463,-1.27113999108,-0.538171057088,0.620069411841,0.58703439425,-0.789210867605,-0.91450403422,-0.779141835734,-0.889137873755,-0.0752563125458,-0.265914293462,-0.00438558802953,-0.19396117712,-0.258141008199,-0.239181832146,-0.388263362512,-0.388722012274,0.984367587317,0.647109669075,0.543790135394,0.159689073257,-1.39031119028,0.953648645496,0.399836728022,0.892795226082,1.19696400059,0.672406957935,0.554221553464,-0.748135832765,-0.756453791964,-0.545185819795,0.983078069481,0.409435620846,0.52884151924,0.341086373301,-0.255993063977,-0.422512288484,1.74803296306,0.838165907295,-0.774045314972,2.00388084831,1.76659010141,0.871500514808,0.952281121308,-0.0977850432243,-1.95336466302,0.385851152634,2.1338963501,2.14581547893
000792,,-1.69975213769,-1.25314253565,-0.74111647256,-1.47114329998,-0.0230391018539,0.240241946342,-0.380771637704,0.0181321597369,-1.50474164929,0.160055097847,-0.0759040504451,-0.226299391825,-1.47548849269,-1.47486608523,-0.439154686497,0.494249742878,-0.213235519061,1.20129329471,1.12647974698,-0.954264930627,-1.0133113955,0.672973243609,-1.15199804583,-1.34196665187,-1.89635947773,1.76963560513,1.74250158011,-0.348122672926,-0.923481625379,-0.915162645942,1.72521317643,1.94037296494,1.64543350285,1.57913345575,0.414496509488,0.546621403324,0.260951375482,0.39593396567,0.442120716744,0.230353859765,0.183868838722,0.0412372163005,-0.0555043942645,1.46850238271,0.470677891266,2.08579777737,,-0.249995404326,1.42897582586,2.11679570574,0.917689567566,-0.0885579299767,0.580130145016,-0.975477680617,-0.6009278903,-0.430659705904,0.44662184382,-0.299354203167,0.687850004897,1.04472277033,-0.350612490548,-0.17161312713,-1.02861923904,-0.81584601527,-0.630539962288,-1.08707827093,-0.359953838866,-0.462882529733,-0.768019323633,1.82949254831,-0.957916176994,-0.983575331725,-0.963916812752,-0.93795713637
000800,-1.99857171902,0.483050827645,-1.2357532882,-1.70235454172,-2.75234038156,-1.68086117328,-1.59672092045,-0.884048235178,1.92623829067,1.00720742869,-1.17087457414,-1.55311936835,1.70843098904,0.566504021959,0.0526724000263,0.708389080775,0.241177222699,0.580068659636,-1.52643920123,-0.525627586571,1.89974637424,1.84042524135,0.3555102485,-0.250171422236,0.39830982525,0.1082977478,-0.810452658751,-1.03697990843,0.186916978001,0.597009771476,0.355770376647,-0.996433476366,-1.0782128035,-0.992952877801,-1.0526739592,-1.04350369204,-1.12059280165,-1.29581729856,-1.46359249378,-1.23464285424,-1.21915468762,-1.10336307169,-1.19567021276,-1.59164632153,-1.38265741487,-1.41689752059,-0.218561814204,0.618277890424,0.477536072031,-0.932038280663,-0.718967175244,-1.30382531714,-1.75557940022,-1.62894164585,-0.975477680617,-0.79428292503,-0.374259288508,-1.18020117179,-0.959904559614,-0.482457715997,-0.647592973443,-0.534077136368,-0.179909798135,0.169222701704,0.0151283843651,0.353457719936,0.985697035978,-1.31082612651,-1.31070268258,-1.18128702271,-0.705113369253,-0.381903031757,1.30211296459,1.97881868698,1.20744181323
000858,0.287074596461,-0.435628376686,0.799273609788,0.968246550657,1.07524214911,1.07099820057,0.571089068804,0.458973387419,0.496786938032,-0.193230014584,-0.544637099949,0.536799372873,-0.758813170895,0.0239288999608,0.786426713207,-0.791029166302,1.03279253568,0.605097816898,1.68904489404,1.11218361239,0.487862437196,-0.149072701775,0.791080191576,1.9768339387,1.03555526695,1.55857538244,1.76963560513,1.74250158011,1.88977208803,-0.825879859339,-0.917240279244,1.99535772431,1.78238054258,1.99523150693,1.95727991514,1.9146860934,1.81801432984,1.7694873926,1.5308623161,1.88955086264,1.77755815178,2.07632833256,1.81783772137,1.01500527671,-0.983911324179,0.457817018106,-1.01147552883,0.298560341238,-0.550174183173,-0.719565784901,-0.869299724966,-0.73822670969,-0.0889693113501,-0.232416855386,-0.0632102141798,2.22736363097,1.20745319646,-1.36384784228,-1.04915168895,-1.93908165228,-0.88103385982,-0.252038673111,1.30926547774,-1.310871948,-1.41029556269,0.132094630786,-0.401873809387,1.21210855551,0.731237918823,0.213143277647,1.82949254831,1.33027705834,-0.132737821815,-0.873106021664,-0.884428267481
000937,-0.836267042487,0.309545736032,1.20001170459,0.474725007089,-2.56699740974,0.367807344177,0.183559801862,-0.471230675726,-0.990352195196,-0.422381573872,-0.294985349647,-0.415356538504,-0.850884899613,-1.47548849269,-1.28129406207,-1.39976381093,-1.32470267757,-0.84013337914,0.252438127249,-1.37924959254,0.481797886449,0.724354666687,0.0706593224492,0.112477615872,0.157813279718,0.328786622969,0.491545291834,0.162454207758,0.961254400152,1.60806812951,1.65663812943,-0.238234038843,-0.438685463382,-0.169846985731,-0.338671149543,0.858864089739,0.525037195023,1.1211334131,1.00442681779,1.229016089,0.830838176746,0.721441427658,0.468049147003,0.225321386154,-0.50233834022,1.55196137002,-0.183568680258,1.41885986718,-0.355204839556,-0.302420964846,0.183572465962,-0.492273131847,-0.0249480452428,-0.222008576855,-0.805413405607,-0.464858759515,-0.539060656572,0.36793718726,-0.165998433068,0.452491862521,0.385849394302,-0.236534665485,-0.108800377643,-0.220734171773,0.0904486023123,0.566268401116,-0.161935903174,1.36354899838,1.56527848992,1.60541845974,1.03080160192,0.535072169065,1.37427323093,0.181508556412,0.188295941423
